Model,Feature_Name,Importance,Rank
Random Forest,Age,0.00045304888704077216,68
Random Forest,SBP on Admission,0.002638271453498831,10
Random Forest,Unassisted Resp Rate on Admission,0.0005830918695959472,50
Random Forest,GCS on Admission,0.035077676372725755,2
Random Forest,RTS on Admission,0.0008725268884418535,28
Random Forest,TRISS,0.825053066908222,1
Random Forest,Advanced_Risk_Score,0.024024453906826428,3
Random Forest,Age_Squared,0.000614346567745637,47
Random Forest,Age_Log,0.0004474922220090829,69
Random Forest,Age_Cubic,0.00037027041771544835,78
Random Forest,BP_HR_Ratio,0.0027160095708814117,9
Random Forest,GCS_Age_Ratio,0.01629129847944104,4
Random Forest,RTS_TRISS_Ratio,0.0008880833474712431,24
Random Forest,text_length,0.0008813424135805055,27
Random Forest,word_count,0.0004827855241374561,64
Random Forest,keyword_count,3.688711125613642e-05,190
Random Forest,keyword_density,0.00019005094630051227,132
Random Forest,sentence_count,4.4730480429726316e-05,181
Random Forest,avg_word_length,0.0005248055321921757,57
Random Forest,unique_word_ratio,0.00010620000095265395,150
Random Forest,bigram_count,0.0005225521740182807,58
Random Forest,trigram_count,0.0003098558630447293,91
Random Forest,text_risk_score,0.000420632788798678,70
Random Forest,severe_injury_flag,0.0029544378669126444,8
Random Forest,penetrating_injury_flag,0.005786171871084363,7
Random Forest,elderly_flag,7.682700461225577e-05,165
Random Forest,critical_gcs,6.252472262350667e-05,174
Random Forest,hypotensive,0.00023903648440695965,111
Random Forest,tachypneic,0.0,276
Random Forest,bradypneic,0.0,276
Random Forest,Gender,9.86851551401588e-05,152
Random Forest,Injury Type,0.007349255950293516,5
Random Forest,Transfer In,6.609099606515505e-05,173
Random Forest,Discharge Status,0.007027127105268549,6
Random Forest,Age_Group,7.397416774841552e-05,167
Random Forest,BP_Status,0.00018465352545185722,133
Random Forest,GCS_Status,0.0002354039197163957,112
Random Forest,tfidf_0,9.550331117853799e-05,155
Random Forest,tfidf_1,3.88157886969267e-05,188
Random Forest,tfidf_2,0.00013637910961006032,144
Random Forest,tfidf_3,3.42083925514019e-05,197
Random Forest,tfidf_4,4.169287253874889e-05,185
Random Forest,tfidf_5,8.932934356073814e-05,157
Random Forest,tfidf_6,0.00015679540596060724,137
Random Forest,tfidf_7,1.7686103192460565e-06,258
Random Forest,tfidf_8,9.725796216728663e-05,153
Random Forest,tfidf_9,4.2436404924197856e-05,184
Random Forest,tfidf_10,3.51164913517538e-05,194
Random Forest,tfidf_11,0.00012396514928018687,146
Random Forest,tfidf_12,0.0003580772524016096,82
Random Forest,tfidf_13,6.634890884689327e-05,172
Random Forest,tfidf_14,2.9809126130320478e-05,200
Random Forest,tfidf_15,4.9179608469284755e-05,178
Random Forest,tfidf_16,1.4232544582797716e-05,218
Random Forest,tfidf_17,2.80451291851927e-05,203
Random Forest,tfidf_18,7.152485678579586e-05,171
Random Forest,tfidf_19,8.218240153954798e-05,163
Random Forest,tfidf_20,8.366775780837822e-05,159
Random Forest,tfidf_21,2.1238437482742733e-06,257
Random Forest,tfidf_22,3.571536848619568e-05,193
Random Forest,tfidf_23,5.149864976400288e-05,176
Random Forest,tfidf_24,1.4727568255431052e-05,217
Random Forest,tfidf_25,2.8440060775868393e-05,201
Random Forest,tfidf_26,7.237292781224559e-05,170
Random Forest,tfidf_27,4.550648982763197e-06,241
Random Forest,tfidf_28,3.66831591231876e-05,191
Random Forest,tfidf_29,8.13682072323465e-06,230
Random Forest,tfidf_30,1.689441364208777e-05,214
Random Forest,tfidf_31,4.623289435544026e-05,179
Random Forest,tfidf_32,0.0013671936564304146,17
Random Forest,tfidf_33,2.4320666980507852e-06,254
Random Forest,tfidf_34,5.211178749841737e-07,265
Random Forest,tfidf_35,1.0177211709483187e-05,227
Random Forest,tfidf_36,4.0272764972164425e-06,243
Random Forest,tfidf_37,1.3252777366433358e-05,220
Random Forest,tfidf_38,3.470627037879308e-05,195
Random Forest,tfidf_39,5.666019936890733e-06,236
Random Forest,tfidf_40,5.747149417443071e-06,234
Random Forest,tfidf_41,8.570212124440426e-05,158
Random Forest,tfidf_42,4.906278886659035e-06,239
Random Forest,tfidf_43,2.542313655144147e-05,206
Random Forest,tfidf_44,0.00011860945499279315,148
Random Forest,tfidf_45,5.584526240298263e-06,237
Random Forest,tfidf_46,0.00015237308323734353,140
Random Forest,tfidf_47,8.275337916793307e-05,160
Random Forest,tfidf_48,0.00029975640589974994,92
Random Forest,tfidf_49,0.00025607059178590186,103
Random Forest,tfidf_50,4.003078317711064e-06,245
Random Forest,tfidf_51,2.0685478796185364e-07,269
Random Forest,tfidf_52,0.00010153757836229073,151
Random Forest,tfidf_53,3.912208621307951e-06,247
Random Forest,tfidf_54,8.233093163729526e-05,162
Random Forest,tfidf_55,7.279518559916312e-05,169
Random Forest,tfidf_56,1.8274044476277318e-05,212
Random Forest,tfidf_57,8.735709973135492e-06,229
Random Forest,tfidf_58,1.7401502151796447e-05,213
Random Forest,tfidf_59,2.6155881969511705e-05,204
Random Forest,tfidf_60,2.5946297414195622e-05,205
Random Forest,tfidf_61,2.9241614689457274e-06,251
Random Forest,tfidf_62,0.0007148416363158751,37
Random Forest,tfidf_63,1.3674416363822988e-05,219
Random Forest,tfidf_64,2.128563750577916e-05,211
Random Forest,tfidf_65,2.8367749547191683e-05,202
Random Forest,tfidf_66,2.2995587599272546e-05,209
Random Forest,tfidf_67,0.00023201366398421523,114
Random Forest,tfidf_68,2.5194023835415937e-05,207
Random Forest,tfidf_69,5.193237649791967e-06,238
Random Forest,tfidf_70,0.00012457914324114148,145
Random Forest,tfidf_71,2.154241280165323e-05,210
Random Forest,tfidf_72,0.00024166511792809026,108
Random Forest,tfidf_73,5.272869858191161e-05,175
Random Forest,tfidf_74,4.926891048659105e-05,177
Random Forest,tfidf_75,8.237342184938758e-05,161
Random Forest,tfidf_76,3.046110118438238e-05,199
Random Forest,tfidf_77,3.8975589842005286e-07,267
Random Forest,tfidf_78,4.425326720555413e-05,183
Random Forest,tfidf_79,1.5704464068308258e-06,259
Random Forest,tfidf_80,0.00024789466085056424,106
Random Forest,tfidf_81,4.0172852662322244e-06,244
Random Forest,tfidf_82,4.47111782137982e-05,182
Random Forest,tfidf_83,1.0339842747280294e-06,261
Random Forest,tfidf_84,1.2512551698847181e-05,222
Random Forest,tfidf_85,0.00028792274158249775,93
Random Forest,tfidf_86,2.4009798560969185e-05,208
Random Forest,tfidf_87,4.581579624276727e-05,180
Random Forest,tfidf_88,4.0661187153863386e-05,186
Random Forest,tfidf_89,0.0001903408393446461,131
Random Forest,tfidf_90,1.0186381173976879e-05,226
Random Forest,tfidf_91,1.6037265729356965e-05,215
Random Forest,tfidf_92,0.0004585383025632472,66
Random Forest,tfidf_93,0.00015770846815780162,136
Random Forest,tfidf_94,7.500003263499705e-05,166
Random Forest,tfidf_95,9.322948341233661e-05,156
Random Forest,tfidf_96,0.00015247717875697391,139
Random Forest,tfidf_97,4.034605234843427e-05,187
Random Forest,tfidf_98,7.862982441154447e-05,164
Random Forest,tfidf_99,3.6220583827697586e-06,250
Random Forest,keyword_0,4.32693299813434e-06,242
Random Forest,keyword_1,7.3245283318877e-05,168
Random Forest,keyword_2,0.0,276
Random Forest,keyword_3,7.528657216090837e-08,275
Random Forest,keyword_4,1.0834733566719535e-05,225
Random Forest,keyword_5,3.831851258795141e-05,189
Random Forest,keyword_6,2.1841095112508915e-07,268
Random Forest,keyword_7,1.3693793124012174e-07,270
Random Forest,keyword_8,2.6410477051218698e-06,252
Random Forest,keyword_9,8.906646515379128e-07,263
Random Forest,keyword_10,0.0014679845840951224,14
Random Forest,keyword_11,2.471448829258175e-06,253
Random Forest,keyword_12,3.608119779874828e-05,192
Random Forest,keyword_13,3.993582342830017e-06,246
Random Forest,keyword_14,0.0,276
Random Forest,keyword_15,0.0,276
Random Forest,keyword_16,7.54891191661169e-08,274
Random Forest,keyword_17,8.015896216740349e-06,231
Random Forest,keyword_18,1.3301319153148962e-07,271
Random Forest,keyword_19,1.1420636225261076e-05,224
Random Forest,keyword_20,6.141723225322504e-06,232
Random Forest,keyword_21,0.00047965154640718143,65
Random Forest,keyword_22,1.2755245774181692e-05,221
Random Forest,keyword_23,3.463469691238468e-05,196
Random Forest,keyword_24,3.7216853542373656e-06,248
Random Forest,keyword_25,9.698271695017187e-06,228
Random Forest,keyword_26,9.071518164979732e-07,262
Random Forest,keyword_27,2.4023588688713758e-06,255
Random Forest,keyword_28,5.729918578875683e-06,235
Random Forest,keyword_29,0.0,276
Random Forest,keyword_30,4.489971120635267e-07,266
Random Forest,keyword_31,6.089232382077808e-06,233
Random Forest,keyword_32,3.6934688767777804e-06,249
Random Forest,keyword_33,0.0,276
Random Forest,keyword_34,0.0013911916385942716,16
Random Forest,keyword_35,1.5658359641923953e-05,216
Random Forest,keyword_36,0.0,276
Random Forest,keyword_37,1.188582795584643e-05,223
Random Forest,keyword_38,2.239945557645838e-06,256
Random Forest,keyword_39,8.344042390238548e-08,272
Random Forest,keyword_40,7.91505249064936e-08,273
Random Forest,keyword_41,6.672105127356409e-07,264
Random Forest,keyword_42,0.0001122829796313296,149
Random Forest,keyword_43,0.00015632652554104035,138
Random Forest,keyword_44,4.820703722757456e-06,240
Random Forest,keyword_45,1.4087828535820987e-06,260
Random Forest,w2v_0,0.00021699870603380424,117
Random Forest,w2v_1,0.00034832842274007213,85
Random Forest,w2v_2,0.0001506556771225481,141
Random Forest,w2v_3,0.0002691545940099298,97
Random Forest,w2v_4,0.00021370498802550633,121
Random Forest,w2v_5,0.0005471099897530088,54
Random Forest,w2v_6,0.00017697680284009483,134
Random Forest,w2v_7,0.00020100278751582435,125
Random Forest,w2v_8,0.00037822248604807136,77
Random Forest,w2v_9,0.0008839365428469421,26
Random Forest,w2v_10,0.0006932024590735268,40
Random Forest,w2v_11,0.00035004966851924615,83
Random Forest,w2v_12,0.00026806715849432946,98
Random Forest,w2v_13,0.0002609063284387467,99
Random Forest,w2v_14,0.0006398857597212031,43
Random Forest,w2v_15,0.0020079130531791413,11
Random Forest,w2v_16,0.0002468156609831378,107
Random Forest,w2v_17,0.00021384002874830641,120
Random Forest,w2v_18,0.0006825157671849422,42
Random Forest,w2v_19,0.000623259947290377,46
Random Forest,w2v_20,0.00040924222712994515,74
Random Forest,w2v_21,0.0008334900193116778,30
Random Forest,w2v_22,0.0005446925884248461,55
Random Forest,w2v_23,0.00033302129451055296,88
Random Forest,w2v_24,0.0006373617519551528,44
Random Forest,w2v_25,0.00025636248320386006,102
Random Forest,w2v_26,0.0002280060880104336,115
Random Forest,w2v_27,0.00021871525854737898,116
Random Forest,w2v_28,0.0002840186864403498,95
Random Forest,w2v_29,0.00028600187145061927,94
Random Forest,w2v_30,0.0005579926552151938,52
Random Forest,w2v_31,0.0007106761579778444,38
Random Forest,w2v_32,0.001679229519305899,13
Random Forest,w2v_33,0.0002554901087550747,104
Random Forest,w2v_34,0.00052510977332391,56
Random Forest,w2v_35,0.0007308972887719057,35
Random Forest,w2v_36,0.0005841503550056662,49
Random Forest,w2v_37,0.0006852907306120305,41
Random Forest,w2v_38,0.00027882090929642363,96
Random Forest,w2v_39,0.0010650486855904055,21
Random Forest,w2v_40,0.0002513525311403274,105
Random Forest,w2v_41,0.00036021233087976125,80
Random Forest,w2v_42,0.0007596858262034896,34
Random Forest,w2v_43,0.0004204279126296682,71
Random Forest,w2v_44,0.0003488886214626276,84
Random Forest,w2v_45,0.0003179014599659248,89
Random Forest,w2v_46,0.00025876299859910917,100
Random Forest,w2v_47,0.00019488669097812537,128
Random Forest,w2v_48,0.000333035973125327,87
Random Forest,w2v_49,0.00024067952083180058,110
Random Forest,w2v_50,0.0013539010647978691,18
Random Forest,w2v_51,0.0002146476155431815,119
Random Forest,w2v_52,0.0003992081366101939,75
Random Forest,w2v_53,0.0016857498345767949,12
Random Forest,w2v_54,0.00048436523811415107,63
Random Forest,w2v_55,0.0007026973355795135,39
Random Forest,w2v_56,0.0007652830298197885,33
Random Forest,w2v_57,0.0005714863180955722,51
Random Forest,w2v_58,0.000862073038433968,29
Random Forest,w2v_59,0.001068340908957688,20
Random Forest,w2v_60,0.00021641576502961024,118
Random Forest,w2v_61,0.00019642415302355542,126
Random Forest,w2v_62,0.0005187112329774982,59
Random Forest,w2v_63,0.0012415803205822519,19
Random Forest,w2v_64,0.0008072618157615602,32
Random Forest,w2v_65,0.0003910000721762421,76
Random Forest,w2v_66,0.00025752201640518536,101
Random Forest,w2v_67,0.00019544899739628335,127
Random Forest,w2v_68,0.00019143660721033064,130
Random Forest,w2v_69,0.00015826045578069372,135
Random Forest,w2v_70,0.0014402188169342052,15
Random Forest,w2v_71,0.0009661588663814384,23
Random Forest,w2v_72,0.00031184796413294657,90
Random Forest,w2v_73,3.3973197058299665e-05,198
Random Forest,w2v_74,0.00048747050270827864,62
Random Forest,w2v_75,0.00014670348358241875,143
Random Forest,w2v_76,0.00021044481287258568,123
Random Forest,w2v_77,0.000812170465706217,31
Random Forest,w2v_78,0.0001493714638352826,142
Random Forest,w2v_79,0.00045602465157704375,67
Random Forest,w2v_80,0.00041039052938654204,73
Random Forest,w2v_81,0.000413251494647026,72
Random Forest,w2v_82,9.655143138809124e-05,154
Random Forest,w2v_83,0.00033574874332642436,86
Random Forest,w2v_84,0.0005573800450294696,53
Random Forest,w2v_85,0.00036120325857133664,79
Random Forest,w2v_86,0.0001937027782510453,129
Random Forest,w2v_87,0.00020517891997154928,124
Random Forest,w2v_88,0.00012049628721843779,147
Random Forest,w2v_89,0.0005125440618644428,60
Random Forest,w2v_90,0.0002411140759381278,109
Random Forest,w2v_91,0.0006243608190527036,45
Random Forest,w2v_92,0.0007150369051733681,36
Random Forest,w2v_93,0.0005020543431611711,61
Random Forest,w2v_94,0.0005988781641266173,48
Random Forest,w2v_95,0.0003593439859355278,81
Random Forest,w2v_96,0.00023473528831467858,113
Random Forest,w2v_97,0.0008879169949432926,25
Random Forest,w2v_98,0.001003475903659627,22
Random Forest,w2v_99,0.00021145558364086788,122
Gradient Boosting,Age,0.00010493975291005157,78
Gradient Boosting,SBP on Admission,0.0029110896346474513,14
Gradient Boosting,Unassisted Resp Rate on Admission,0.001831027325425114,17
Gradient Boosting,GCS on Admission,0.0517286896606192,2
Gradient Boosting,RTS on Admission,0.0003832906135186643,42
Gradient Boosting,TRISS,0.83359896057432,1
Gradient Boosting,Advanced_Risk_Score,0.0035245442112767254,11
Gradient Boosting,Age_Squared,1.7010299530283302e-05,134
Gradient Boosting,Age_Log,5.964119329757931e-06,164
Gradient Boosting,Age_Cubic,5.381423107499271e-05,100
Gradient Boosting,BP_HR_Ratio,0.006067026183221824,8
Gradient Boosting,GCS_Age_Ratio,0.008895941063011469,6
Gradient Boosting,RTS_TRISS_Ratio,5.622893794928487e-05,98
Gradient Boosting,text_length,5.8613025060907074e-05,95
Gradient Boosting,word_count,0.00016764992516923372,63
Gradient Boosting,keyword_count,1.1679411693656982e-05,142
Gradient Boosting,keyword_density,0.00010739543173349475,77
Gradient Boosting,sentence_count,8.559533055220036e-06,155
Gradient Boosting,avg_word_length,3.462929385759664e-05,113
Gradient Boosting,unique_word_ratio,4.3709116204107505e-05,107
Gradient Boosting,bigram_count,7.106999282307441e-06,161
Gradient Boosting,trigram_count,1.11559106916038e-05,145
Gradient Boosting,text_risk_score,0.0001579965642718428,65
Gradient Boosting,severe_injury_flag,0.003418046188097226,13
Gradient Boosting,penetrating_injury_flag,0.010272499375829606,5
Gradient Boosting,elderly_flag,7.94685111964364e-07,187
Gradient Boosting,critical_gcs,6.753817857104806e-08,210
Gradient Boosting,hypotensive,0.0005737400609419745,31
Gradient Boosting,tachypneic,0.0,253
Gradient Boosting,bradypneic,0.0,253
Gradient Boosting,Gender,5.115455472239513e-07,192
Gradient Boosting,Injury Type,0.01246685494298392,4
Gradient Boosting,Transfer In,8.652336314344793e-05,84
Gradient Boosting,Discharge Status,0.012904020773523973,3
Gradient Boosting,Age_Group,1.7677100193028326e-06,182
Gradient Boosting,BP_Status,1.3851672165299931e-05,137
Gradient Boosting,GCS_Status,8.162788491523382e-06,157
Gradient Boosting,tfidf_0,7.352662462393454e-05,90
Gradient Boosting,tfidf_1,0.0,253
Gradient Boosting,tfidf_2,8.80317717977835e-07,186
Gradient Boosting,tfidf_3,0.0006928163867551088,27
Gradient Boosting,tfidf_4,2.6135464627235574e-05,121
Gradient Boosting,tfidf_5,0.0001565678355162893,66
Gradient Boosting,tfidf_6,4.514042545150113e-05,106
Gradient Boosting,tfidf_7,1.5487932352152647e-07,203
Gradient Boosting,tfidf_8,0.00027981064675955674,48
Gradient Boosting,tfidf_9,0.00012705887900924702,71
Gradient Boosting,tfidf_10,8.98955339656299e-06,154
Gradient Boosting,tfidf_11,2.0431661992739422e-05,128
Gradient Boosting,tfidf_12,0.0001262006042523417,72
Gradient Boosting,tfidf_13,8.637270865636062e-05,85
Gradient Boosting,tfidf_14,2.018274719321873e-05,129
Gradient Boosting,tfidf_15,1.107588040529088e-06,185
Gradient Boosting,tfidf_16,1.9226185612772227e-11,248
Gradient Boosting,tfidf_17,5.492727592688341e-07,189
Gradient Boosting,tfidf_18,9.985915301829443e-06,150
Gradient Boosting,tfidf_19,3.025393096076047e-08,217
Gradient Boosting,tfidf_20,0.0,253
Gradient Boosting,tfidf_21,3.594432766930022e-06,173
Gradient Boosting,tfidf_22,2.4170222864718122e-06,177
Gradient Boosting,tfidf_23,5.317497120992221e-08,215
Gradient Boosting,tfidf_24,6.0056272309287284e-05,94
Gradient Boosting,tfidf_25,0.0,253
Gradient Boosting,tfidf_26,1.8617585216991946e-08,221
Gradient Boosting,tfidf_27,4.4545671948002196e-07,194
Gradient Boosting,tfidf_28,6.5142910861205265e-06,163
Gradient Boosting,tfidf_29,1.9063039261014022e-06,181
Gradient Boosting,tfidf_30,7.886138251333442e-10,241
Gradient Boosting,tfidf_31,2.739605719241245e-09,236
Gradient Boosting,tfidf_32,0.008338271423303949,7
Gradient Boosting,tfidf_33,4.450006690024049e-09,231
Gradient Boosting,tfidf_34,0.0,253
Gradient Boosting,tfidf_35,0.0,253
Gradient Boosting,tfidf_36,4.8930189272325115e-06,168
Gradient Boosting,tfidf_37,6.33370366179095e-08,212
Gradient Boosting,tfidf_38,2.7359001387538535e-08,218
Gradient Boosting,tfidf_39,5.5665908094395576e-08,213
Gradient Boosting,tfidf_40,1.662084781715522e-06,183
Gradient Boosting,tfidf_41,0.0,253
Gradient Boosting,tfidf_42,4.024426275984342e-07,195
Gradient Boosting,tfidf_43,4.025763536015551e-09,233
Gradient Boosting,tfidf_44,8.780910789362796e-05,83
Gradient Boosting,tfidf_45,2.6559550393508775e-12,251
Gradient Boosting,tfidf_46,1.1960710114405162e-05,140
Gradient Boosting,tfidf_47,2.2853983286936487e-07,200
Gradient Boosting,tfidf_48,0.00011181786829920165,75
Gradient Boosting,tfidf_49,0.0003166463500807533,46
Gradient Boosting,tfidf_50,0.0,253
Gradient Boosting,tfidf_51,1.76190156160448e-11,249
Gradient Boosting,tfidf_52,7.330591617318466e-06,160
Gradient Boosting,tfidf_53,3.646239320697957e-06,171
Gradient Boosting,tfidf_54,2.3898298743229043e-06,178
Gradient Boosting,tfidf_55,1.9425581130692456e-06,180
Gradient Boosting,tfidf_56,5.2964028436125895e-06,165
Gradient Boosting,tfidf_57,3.619751887485869e-07,197
Gradient Boosting,tfidf_58,2.624772622545058e-05,120
Gradient Boosting,tfidf_59,1.2126816184803912e-06,184
Gradient Boosting,tfidf_60,1.7229578378883758e-05,132
Gradient Boosting,tfidf_61,1.2417184032101252e-08,224
Gradient Boosting,tfidf_62,1.31552280801916e-05,139
